,idlink,dataN-2,dataN-1,dataN,eqtype,acmLowerMode,freqband,bandwidth,acmEngine,esN-2,sesN-2,txMaxAN-2,txminAN-2,rxmaxAN-2,rxminAN-2,txMaxBN-2,txminBN-2,rxmaxBN-2,rxminBN-2,esN-1,sesN-1,txMaxAN-1,txminAN-1,rxmaxAN-1,rxminAN-1,txMaxBN-1,txminBN-1,rxmaxBN-1,rxminBN-1,esN,sesN,txMaxAN,txminAN,rxmaxAN,rxminAN,txMaxBN,txminBN,rxmaxBN,rxminBN,lowthr,ptx,RxNominal,Thr_min,label
611,21270,2018-09-07 02:45:00,2018-09-07 03:00:00,2018-09-07 03:15:00,27,2,80,250,1,5.0,0.0,18.0,-2.0,-57.0,-86.0,18.0,-2.0,-55.0,-86.0,5.0,0.0,18.0,-2.0,-66.0,-86.0,18.0,-2.0,-64.0,-86.0,5.0,0.0,18.0,15.0,-67.0,-86.0,18.0,15.0,-64.0,-85.0,-68.0,18.0,-43,-73,0.0
615,21270,2018-09-07 04:00:00,2018-09-07 04:15:00,2018-09-07 04:30:00,27,2,80,250,1,4.0,0.0,18.0,-2.0,-53.0,-86.0,18.0,-2.0,-52.0,-86.0,0.0,0.0,18.0,13.0,-54.0,-80.0,18.0,13.0,-53.0,-76.0,20.0,0.0,18.0,13.0,-56.0,-83.0,18.0,13.0,-56.0,-82.0,-68.0,18.0,-43,-73,0.0
620,21270,2018-10-05 17:30:00,2018-10-05 17:45:00,2018-10-05 18:00:00,27,2,80,250,1,0.0,0.0,13.0,13.0,-42.0,-44.0,13.0,13.0,-41.0,-43.0,0.0,0.0,15.0,13.0,-42.0,-66.0,15.0,13.0,-41.0,-65.0,27.0,0.0,18.0,13.0,-45.0,-86.0,18.0,13.0,-44.0,-85.0,-68.0,18.0,-43,-73,0.0
627,21270,2018-11-20 12:00:00,2018-11-20 12:15:00,2018-11-20 12:30:00,27,2,80,250,1,22.0,0.0,18.0,5.0,-59.0,-86.0,18.0,-2.0,-58.0,-86.0,1.0,0.0,18.0,-2.0,-59.0,-87.0,18.0,-2.0,-58.0,-86.0,15.0,0.0,18.0,-2.0,-74.0,-86.0,18.0,-2.0,-70.0,-86.0,-68.0,18.0,-43,-73,0.0
630,21270,2018-12-16 22:00:00,2018-12-16 22:15:00,2018-12-16 22:30:00,27,2,80,250,1,0.0,0.0,15.0,13.0,-60.0,-68.0,15.0,13.0,-61.0,-69.0,0.0,0.0,18.0,13.0,-58.0,-77.0,18.0,13.0,-60.0,-73.0,21.0,0.0,18.0,13.0,-62.0,-84.0,18.0,13.0,-62.0,-85.0,-68.0,18.0,-43,-73,0.0
624,21270,2018-11-20 11:15:00,2018-11-20 11:30:00,2018-11-20 11:45:00,27,2,80,250,1,0.0,0.0,15.0,13.0,-45.0,-66.0,15.0,13.0,-44.0,-65.0,18.0,6.0,18.0,-2.0,-52.0,-86.0,18.0,-2.0,-50.0,-86.0,4.0,0.0,18.0,13.0,-50.0,-86.0,18.0,13.0,-49.0,-86.0,-68.0,18.0,-43,-73,0.0
633,21270,2018-12-16 23:00:00,2018-12-16 23:15:00,2018-12-16 23:30:00,27,2,80,250,1,7.0,0.0,18.0,13.0,-52.0,-85.0,18.0,13.0,-52.0,-86.0,0.0,0.0,13.0,13.0,-51.0,-64.0,13.0,13.0,-51.0,-64.0,19.0,10.0,18.0,13.0,-47.0,-84.0,18.0,13.0,-46.0,-85.0,-68.0,18.0,-43,-73,0.0
613,21270,2018-09-07 03:15:00,2018-09-07 03:30:00,2018-09-07 03:45:00,27,2,80,250,1,5.0,0.0,18.0,15.0,-67.0,-86.0,18.0,15.0,-64.0,-85.0,18.0,0.0,18.0,-2.0,-71.0,-86.0,18.0,-2.0,-67.0,-86.0,0.0,0.0,18.0,-2.0,-83.0,-86.0,18.0,-2.0,-82.0,-86.0,-68.0,18.0,-43,-73,0.0
609,21270,2018-09-07 02:15:00,2018-09-07 02:30:00,2018-09-07 02:45:00,27,2,80,250,1,0.0,0.0,13.0,13.0,-44.0,-45.0,13.0,13.0,-43.0,-44.0,0.0,0.0,13.0,13.0,-44.0,-57.0,13.0,13.0,-43.0,-55.0,5.0,0.0,18.0,-2.0,-57.0,-86.0,18.0,-2.0,-55.0,-86.0,-68.0,18.0,-43,-73,0.0
598,21336,2018-08-18 13:45:00,2018-08-18 14:00:00,2018-08-18 14:15:00,19,2,18,28,1,0.0,0.0,19.0,19.0,-52.0,-54.0,19.0,19.0,-54.0,-57.0,12.0,0.0,23.0,19.0,-53.0,-90.0,23.0,-99.0,-85.0,-91.0,0.0,0.0,23.0,23.0,-72.0,-90.0,23.0,20.0,-75.0,-86.0,-85.0,23.0,-45,-86,0.0
603,21336,2019-01-24 13:45:00,2019-01-24 14:00:00,2019-01-24 14:15:00,19,2,18,28,1,0.0,0.0,23.0,23.0,-91.0,-91.0,19.0,19.0,-57.0,-60.0,0.0,0.0,23.0,23.0,-91.0,-91.0,19.0,19.0,-57.0,-60.0,0.0,0.0,23.0,19.0,-48.0,-91.0,19.0,19.0,-57.0,-60.0,-85.0,23.0,-45,-86,5.0
597,21336,2018-08-18 13:30:00,2018-08-18 13:45:00,2018-08-18 14:00:00,19,2,18,28,1,0.0,0.0,19.0,19.0,-52.0,-55.0,19.0,19.0,-54.0,-57.0,0.0,0.0,19.0,19.0,-52.0,-54.0,19.0,19.0,-54.0,-57.0,12.0,0.0,23.0,19.0,-53.0,-90.0,23.0,-99.0,-85.0,-91.0,-85.0,23.0,-45,-86,0.0
595,21336,2018-08-14 15:30:00,2018-08-14 15:45:00,2018-08-14 16:00:00,19,2,18,28,1,0.0,0.0,19.0,19.0,-53.0,-54.0,19.0,19.0,-54.0,-56.0,0.0,0.0,19.0,19.0,-52.0,-54.0,19.0,19.0,-54.0,-56.0,0.0,0.0,23.0,19.0,-52.0,-89.0,,,,-1.0,-85.0,23.0,-45,-86,5.0
604,21336,2019-01-24 14:30:00,2019-01-24 14:45:00,2019-01-24 15:00:00,19,2,18,28,1,0.0,0.0,19.0,19.0,-53.0,-55.0,19.0,19.0,-57.0,-60.0,0.0,0.0,19.0,19.0,-54.0,-59.0,23.0,,-51.0,-57.0,1.0,0.0,23.0,19.0,-57.0,-91.0,19.0,19.0,-55.0,-57.0,-85.0,23.0,-45,-86,5.0
605,21336,2019-01-24 15:15:00,2019-01-24 15:30:00,2019-01-24 15:45:00,19,2,18,28,1,0.0,0.0,23.0,23.0,-91.0,-91.0,19.0,19.0,-55.0,-61.0,0.0,0.0,23.0,23.0,-91.0,-91.0,23.0,,-56.0,-63.0,0.0,0.0,23.0,19.0,-53.0,-91.0,19.0,19.0,-62.0,-64.0,-85.0,23.0,-45,-86,5.0
599,21336,2018-09-04 09:15:00,2018-09-04 09:30:00,2018-09-04 09:45:00,19,2,18,28,1,0.0,0.0,19.0,19.0,-53.0,-54.0,19.0,19.0,-54.0,-56.0,0.0,0.0,19.0,19.0,-52.0,-54.0,19.0,19.0,-54.0,-56.0,1.0,0.0,23.0,19.0,-53.0,-90.0,,,,-1.0,-85.0,23.0,-45,-86,5.0
600,21336,2018-09-04 09:30:00,2018-09-04 09:45:00,2018-09-04 10:00:00,19,2,18,28,1,0.0,0.0,19.0,19.0,-52.0,-54.0,19.0,19.0,-54.0,-56.0,1.0,0.0,23.0,19.0,-53.0,-90.0,,,,-1.0,0.0,0.0,23.0,19.0,-48.0,-90.0,23.0,-6.0,-51.0,-57.0,-85.0,23.0,-45,-86,5.0
602,21336,2019-01-24 11:45:00,2019-01-24 12:00:00,2019-01-24 12:15:00,19,2,18,28,1,0.0,0.0,19.0,19.0,-55.0,-58.0,23.0,,-52.0,-58.0,0.0,0.0,19.0,19.0,-56.0,-58.0,19.0,19.0,-57.0,-58.0,1.0,0.0,23.0,19.0,-56.0,-91.0,19.0,19.0,-58.0,-59.0,-85.0,23.0,-45,-86,5.0
596,21336,2018-08-14 15:45:00,2018-08-14 16:00:00,2018-08-14 16:15:00,19,2,18,28,1,0.0,0.0,19.0,19.0,-52.0,-54.0,19.0,19.0,-54.0,-56.0,0.0,0.0,23.0,19.0,-52.0,-89.0,,,,-1.0,0.0,0.0,23.0,19.0,-48.0,-89.0,23.0,-99.0,-50.0,-60.0,-85.0,23.0,-45,-86,5.0
601,21336,2019-01-24 09:15:00,2019-01-24 09:30:00,2019-01-24 09:45:00,19,2,18,28,1,0.0,0.0,23.0,23.0,-91.0,-91.0,19.0,19.0,-58.0,-59.0,0.0,0.0,23.0,23.0,-91.0,-91.0,,,,-1.0,0.0,0.0,23.0,19.0,-50.0,-91.0,23.0,,-52.0,-58.0,-85.0,23.0,-45,-86,5.0
593,21336,2018-08-14 13:45:00,2018-08-14 14:00:00,2018-08-14 14:15:00,19,2,18,28,1,0.0,0.0,19.0,19.0,-52.0,-54.0,19.0,19.0,-54.0,-56.0,0.0,0.0,19.0,19.0,-52.0,-54.0,19.0,19.0,-54.0,-56.0,0.0,0.0,23.0,19.0,-51.0,-89.0,,,,-1.0,-85.0,23.0,-45,-86,5.0
190,21516,2018-10-30 05:00:00,2018-10-30 05:15:00,2018-10-30 05:30:00,19,8,18,56,0,0.0,0.0,15.0,15.0,-37.0,-39.0,15.0,15.0,-37.0,-39.0,0.0,0.0,15.0,15.0,-37.0,-39.0,15.0,15.0,-37.0,-39.0,1.0,0.0,15.0,15.0,-38.0,-82.0,15.0,15.0,-37.0,-84.0,-68.0,19.0,-44,-84,3.0
189,21516,2018-10-30 03:15:00,2018-10-30 03:30:00,2018-10-30 03:45:00,19,8,18,56,0,0.0,0.0,15.0,15.0,-37.0,-38.0,15.0,15.0,-37.0,-37.0,0.0,0.0,15.0,15.0,-37.0,-38.0,15.0,15.0,-36.0,-37.0,1.0,0.0,15.0,15.0,-37.0,-83.0,15.0,15.0,-37.0,-84.0,-68.0,19.0,-44,-84,3.0
1212,22203,2018-10-14 08:30:00,2018-10-14 08:45:00,2018-10-14 09:00:00,19,7,18,56,0,0.0,0.0,17.0,17.0,-94.0,-94.0,17.0,17.0,-94.0,-94.0,0.0,0.0,17.0,17.0,-94.0,-94.0,17.0,17.0,-94.0,-94.0,0.0,0.0,17.0,17.0,-94.0,-94.0,17.0,17.0,-94.0,-94.0,-71.0,19.0,-38,-84,5.0
1206,22203,2018-10-14 07:00:00,2018-10-14 07:15:00,2018-10-14 07:30:00,19,7,18,56,0,0.0,0.0,17.0,17.0,-94.0,-94.0,17.0,17.0,-94.0,-94.0,0.0,0.0,17.0,17.0,-94.0,-94.0,17.0,17.0,-94.0,-94.0,0.0,0.0,17.0,17.0,-94.0,-94.0,17.0,17.0,-94.0,-94.0,-71.0,19.0,-38,-84,5.0
1217,22203,2018-10-14 19:00:00,2018-10-14 19:15:00,2018-10-14 19:30:00,19,7,18,56,0,0.0,0.0,17.0,17.0,-41.0,-45.0,17.0,17.0,-40.0,-45.0,0.0,0.0,17.0,17.0,-45.0,-48.0,17.0,17.0,-45.0,-48.0,17.0,0.0,17.0,17.0,-46.0,-71.0,17.0,17.0,-47.0,-74.0,-71.0,19.0,-38,-84,3.0
1215,22203,2018-10-14 09:15:00,2018-10-14 09:30:00,2018-10-14 09:45:00,19,7,18,56,0,0.0,0.0,17.0,17.0,-90.0,-94.0,17.0,17.0,-90.0,-94.0,0.0,0.0,17.0,17.0,-75.0,-90.0,17.0,17.0,-75.0,-90.0,24.0,0.0,17.0,17.0,-46.0,-75.0,17.0,17.0,-45.0,-75.0,-71.0,19.0,-38,-84,5.0
1210,22203,2018-10-14 08:00:00,2018-10-14 08:15:00,2018-10-14 08:30:00,19,7,18,56,0,0.0,0.0,17.0,17.0,-94.0,-94.0,17.0,17.0,-94.0,-94.0,0.0,0.0,17.0,17.0,-94.0,-94.0,17.0,17.0,-94.0,-94.0,0.0,0.0,17.0,17.0,-94.0,-94.0,17.0,17.0,-94.0,-94.0,-71.0,19.0,-38,-84,5.0
114,22203,2018-11-16 16:15:00,2018-11-16 16:30:00,2018-11-16 16:45:00,19,7,18,56,0,0.0,0.0,17.0,17.0,-40.0,-43.0,17.0,17.0,-39.0,-43.0,10.0,0.0,17.0,17.0,-43.0,-78.0,17.0,17.0,-43.0,-81.0,6.0,0.0,17.0,17.0,-64.0,-94.0,17.0,17.0,-67.0,-94.0,-71.0,19.0,-38,-84,3.0
1211,22203,2018-10-14 08:15:00,2018-10-14 08:30:00,2018-10-14 08:45:00,19,7,18,56,0,0.0,0.0,17.0,17.0,-94.0,-94.0,17.0,17.0,-94.0,-94.0,0.0,0.0,17.0,17.0,-94.0,-94.0,17.0,17.0,-94.0,-94.0,0.0,0.0,17.0,17.0,-94.0,-94.0,17.0,17.0,-94.0,-94.0,-71.0,19.0,-38,-84,5.0
112,22203,2018-11-16 13:00:00,2018-11-16 13:15:00,2018-11-16 13:30:00,19,7,18,56,0,0.0,0.0,17.0,17.0,-40.0,-40.0,17.0,17.0,-39.0,-40.0,0.0,0.0,17.0,17.0,-40.0,-69.0,17.0,17.0,-39.0,-72.0,11.0,0.0,17.0,17.0,-51.0,-94.0,17.0,17.0,-51.0,-94.0,-71.0,19.0,-38,-84,3.0
113,22203,2018-11-16 16:00:00,2018-11-16 16:15:00,2018-11-16 16:30:00,19,7,18,56,0,0.0,0.0,17.0,17.0,-40.0,-41.0,17.0,17.0,-40.0,-41.0,0.0,0.0,17.0,17.0,-40.0,-43.0,17.0,17.0,-39.0,-43.0,10.0,0.0,17.0,17.0,-43.0,-78.0,17.0,17.0,-43.0,-81.0,-71.0,19.0,-38,-84,3.0
1214,22203,2018-10-14 09:00:00,2018-10-14 09:15:00,2018-10-14 09:30:00,19,7,18,56,0,0.0,0.0,17.0,17.0,-94.0,-94.0,17.0,17.0,-94.0,-94.0,0.0,0.0,17.0,17.0,-90.0,-94.0,17.0,17.0,-90.0,-94.0,0.0,0.0,17.0,17.0,-75.0,-90.0,17.0,17.0,-75.0,-90.0,-71.0,19.0,-38,-84,5.0
1202,22203,2018-10-14 06:00:00,2018-10-14 06:15:00,2018-10-14 06:30:00,19,7,18,56,0,0.0,0.0,17.0,17.0,-94.0,-94.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,-94.0,-94.0,17.0,17.0,-94.0,-94.0,0.0,0.0,17.0,17.0,-94.0,-94.0,17.0,17.0,-94.0,-94.0,-71.0,19.0,-38,-84,5.0
116,22203,2018-11-16 18:15:00,2018-11-16 18:30:00,2018-11-16 18:45:00,19,7,18,56,0,0.0,0.0,17.0,17.0,-40.0,-66.0,17.0,17.0,-39.0,-68.0,3.0,0.0,17.0,17.0,-63.0,-94.0,17.0,17.0,-65.0,-94.0,27.0,10.0,17.0,17.0,-62.0,-94.0,17.0,17.0,-64.0,-94.0,-71.0,19.0,-38,-84,3.0
1209,22203,2018-10-14 07:45:00,2018-10-14 08:00:00,2018-10-14 08:15:00,19,7,18,56,0,0.0,0.0,17.0,17.0,-94.0,-94.0,17.0,17.0,-94.0,-94.0,0.0,0.0,17.0,17.0,-94.0,-94.0,17.0,17.0,-94.0,-94.0,0.0,0.0,17.0,17.0,-94.0,-94.0,17.0,17.0,-94.0,-94.0,-71.0,19.0,-38,-84,5.0
1213,22203,2018-10-14 08:45:00,2018-10-14 09:00:00,2018-10-14 09:15:00,19,7,18,56,0,0.0,0.0,17.0,17.0,-94.0,-94.0,17.0,17.0,-94.0,-94.0,0.0,0.0,17.0,17.0,-94.0,-94.0,17.0,17.0,-94.0,-94.0,0.0,0.0,17.0,17.0,-90.0,-94.0,17.0,17.0,-90.0,-94.0,-71.0,19.0,-38,-84,5.0
1201,22203,2018-10-14 05:45:00,2018-10-14 06:00:00,2018-10-14 06:15:00,19,7,18,56,0,0.0,0.0,17.0,17.0,-94.0,-94.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,-94.0,-94.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,-94.0,-94.0,17.0,17.0,-94.0,-94.0,-71.0,19.0,-38,-84,5.0
1216,22203,2018-10-14 13:45:00,2018-10-14 14:00:00,2018-10-14 14:15:00,19,7,18,56,0,0.0,0.0,17.0,17.0,-41.0,-43.0,17.0,17.0,-41.0,-43.0,0.0,0.0,17.0,17.0,-41.0,-54.0,17.0,17.0,-41.0,-56.0,33.0,7.0,17.0,17.0,-51.0,-89.0,17.0,17.0,-52.0,-93.0,-71.0,19.0,-38,-84,3.0
546,23633,2018-05-16 03:30:00,2018-05-16 03:45:00,2018-05-16 04:00:00,19,2,38,28,1,11.0,4.0,17.0,16.0,-63.0,-96.0,17.0,16.0,-59.0,-78.0,159.0,64.0,17.0,16.0,-68.0,-94.0,17.0,17.0,-62.0,-80.0,119.0,38.0,17.0,16.0,-68.0,-96.0,17.0,17.0,-61.0,-70.0,-83.0,19.0,-54,-84,1.0
544,23633,2018-05-16 02:45:00,2018-05-16 03:00:00,2018-05-16 03:15:00,19,2,38,28,1,24.0,4.0,17.0,16.0,-68.0,-88.0,17.0,17.0,-61.0,-67.0,135.0,42.0,17.0,16.0,-68.0,-95.0,17.0,17.0,-60.0,-66.0,127.0,64.0,17.0,16.0,-67.0,-96.0,17.0,17.0,-60.0,-70.0,-83.0,19.0,-54,-84,1.0
549,23633,2018-05-16 04:15:00,2018-05-16 04:30:00,2018-05-16 04:45:00,19,2,38,28,1,64.0,5.0,17.0,17.0,-76.0,-97.0,17.0,17.0,-61.0,-68.0,35.0,5.0,17.0,17.0,-72.0,-97.0,17.0,17.0,-61.0,-68.0,38.0,2.0,17.0,17.0,-74.0,-97.0,17.0,17.0,-62.0,-68.0,-83.0,19.0,-54,-84,1.0
545,23633,2018-05-16 03:15:00,2018-05-16 03:30:00,2018-05-16 03:45:00,19,2,38,28,1,127.0,64.0,17.0,16.0,-67.0,-96.0,17.0,17.0,-60.0,-70.0,11.0,4.0,17.0,16.0,-63.0,-96.0,17.0,16.0,-59.0,-78.0,159.0,64.0,17.0,16.0,-68.0,-94.0,17.0,17.0,-62.0,-80.0,-83.0,19.0,-54,-84,1.0
535,23633,2018-05-05 22:30:00,2018-05-05 22:45:00,2018-05-05 23:00:00,19,2,38,28,1,114.0,45.0,17.0,16.0,-66.0,-97.0,17.0,16.0,-60.0,-71.0,23.0,6.0,17.0,16.0,-81.0,-97.0,17.0,17.0,-60.0,-63.0,72.0,18.0,17.0,16.0,-80.0,-96.0,17.0,17.0,-60.0,-62.0,-83.0,19.0,-54,-84,1.0
528,23633,2018-05-05 20:30:00,2018-05-05 20:45:00,2018-05-05 21:00:00,19,2,38,28,1,124.0,48.0,17.0,16.0,-72.0,-93.0,17.0,17.0,-59.0,-62.0,302.0,100.0,17.0,16.0,-81.0,-96.0,17.0,17.0,-60.0,-63.0,20.0,1.0,17.0,16.0,-81.0,-96.0,17.0,17.0,-60.0,-63.0,-83.0,19.0,-54,-84,1.0
540,23633,2018-05-16 00:45:00,2018-05-16 01:00:00,2018-05-16 01:15:00,19,2,38,28,1,192.0,87.0,17.0,16.0,-67.0,-96.0,17.0,16.0,-61.0,-87.0,133.0,51.0,17.0,16.0,-70.0,-96.0,17.0,17.0,-60.0,-73.0,72.0,14.0,17.0,16.0,-62.0,-95.0,17.0,15.0,-55.0,-79.0,-83.0,19.0,-54,-84,1.0
527,23633,2018-05-05 20:15:00,2018-05-05 20:30:00,2018-05-05 20:45:00,19,2,38,28,1,0.0,0.0,16.0,16.0,-69.0,-83.0,17.0,17.0,-59.0,-61.0,124.0,48.0,17.0,16.0,-72.0,-93.0,17.0,17.0,-59.0,-62.0,302.0,100.0,17.0,16.0,-81.0,-96.0,17.0,17.0,-60.0,-63.0,-83.0,19.0,-54,-84,1.0
550,23633,2018-05-16 04:30:00,2018-05-16 04:45:00,2018-05-16 05:00:00,19,2,38,28,1,35.0,5.0,17.0,17.0,-72.0,-97.0,17.0,17.0,-61.0,-68.0,38.0,2.0,17.0,17.0,-74.0,-97.0,17.0,17.0,-62.0,-68.0,37.0,12.0,17.0,17.0,-72.0,-97.0,17.0,17.0,-61.0,-67.0,-83.0,19.0,-54,-84,1.0
529,23633,2018-05-05 20:45:00,2018-05-05 21:00:00,2018-05-05 21:15:00,19,2,38,28,1,302.0,100.0,17.0,16.0,-81.0,-96.0,17.0,17.0,-60.0,-63.0,20.0,1.0,17.0,16.0,-81.0,-96.0,17.0,17.0,-60.0,-63.0,71.0,25.0,17.0,16.0,-67.0,-95.0,17.0,17.0,-59.0,-67.0,-83.0,19.0,-54,-84,1.0
533,23633,2018-05-05 22:00:00,2018-05-05 22:15:00,2018-05-05 22:30:00,19,2,38,28,1,147.0,35.0,17.0,16.0,-77.0,-95.0,17.0,17.0,-60.0,-63.0,135.0,48.0,17.0,16.0,-65.0,-96.0,17.0,16.0,-60.0,-88.0,114.0,45.0,17.0,16.0,-66.0,-97.0,17.0,16.0,-60.0,-71.0,-83.0,19.0,-54,-84,1.0
542,23633,2018-05-16 01:30:00,2018-05-16 01:45:00,2018-05-16 02:00:00,19,2,38,28,1,147.0,39.0,17.0,16.0,-61.0,-96.0,17.0,15.0,-55.0,-83.0,165.0,74.0,17.0,16.0,-63.0,-95.0,17.0,16.0,-60.0,-74.0,127.0,55.0,17.0,16.0,-67.0,-96.0,17.0,16.0,-60.0,-70.0,-83.0,19.0,-54,-84,1.0
537,23633,2018-05-05 23:00:00,2018-05-05 23:15:00,2018-05-05 23:30:00,19,2,38,28,1,72.0,18.0,17.0,16.0,-80.0,-96.0,17.0,17.0,-60.0,-62.0,57.0,18.0,17.0,16.0,-71.0,-94.0,17.0,17.0,-59.0,-67.0,73.0,30.0,17.0,16.0,-74.0,-96.0,17.0,17.0,-60.0,-63.0,-83.0,19.0,-54,-84,1.0
538,23633,2018-05-16 00:15:00,2018-05-16 00:30:00,2018-05-16 00:45:00,19,2,38,28,1,0.0,0.0,16.0,16.0,-67.0,-80.0,17.0,16.0,-59.0,-67.0,8.0,0.0,17.0,16.0,-70.0,-88.0,17.0,17.0,-61.0,-71.0,192.0,87.0,17.0,16.0,-67.0,-96.0,17.0,16.0,-61.0,-87.0,-83.0,19.0,-54,-84,1.0
536,23633,2018-05-05 22:45:00,2018-05-05 23:00:00,2018-05-05 23:15:00,19,2,38,28,1,23.0,6.0,17.0,16.0,-81.0,-97.0,17.0,17.0,-60.0,-63.0,72.0,18.0,17.0,16.0,-80.0,-96.0,17.0,17.0,-60.0,-62.0,57.0,18.0,17.0,16.0,-71.0,-94.0,17.0,17.0,-59.0,-67.0,-83.0,19.0,-54,-84,1.0
548,23633,2018-05-16 04:00:00,2018-05-16 04:15:00,2018-05-16 04:30:00,19,2,38,28,1,119.0,38.0,17.0,16.0,-68.0,-96.0,17.0,17.0,-61.0,-70.0,64.0,5.0,17.0,17.0,-76.0,-97.0,17.0,17.0,-61.0,-68.0,35.0,5.0,17.0,17.0,-72.0,-97.0,17.0,17.0,-61.0,-68.0,-83.0,19.0,-54,-84,1.0
541,23633,2018-05-16 01:00:00,2018-05-16 01:15:00,2018-05-16 01:30:00,19,2,38,28,1,133.0,51.0,17.0,16.0,-70.0,-96.0,17.0,17.0,-60.0,-73.0,72.0,14.0,17.0,16.0,-62.0,-95.0,17.0,15.0,-55.0,-79.0,147.0,39.0,17.0,16.0,-61.0,-96.0,17.0,15.0,-55.0,-83.0,-83.0,19.0,-54,-84,1.0
534,23633,2018-05-05 22:15:00,2018-05-05 22:30:00,2018-05-05 22:45:00,19,2,38,28,1,135.0,48.0,17.0,16.0,-65.0,-96.0,17.0,16.0,-60.0,-88.0,114.0,45.0,17.0,16.0,-66.0,-97.0,17.0,16.0,-60.0,-71.0,23.0,6.0,17.0,16.0,-81.0,-97.0,17.0,17.0,-60.0,-63.0,-83.0,19.0,-54,-84,1.0
539,23633,2018-05-16 00:30:00,2018-05-16 00:45:00,2018-05-16 01:00:00,19,2,38,28,1,8.0,0.0,17.0,16.0,-70.0,-88.0,17.0,17.0,-61.0,-71.0,192.0,87.0,17.0,16.0,-67.0,-96.0,17.0,16.0,-61.0,-87.0,133.0,51.0,17.0,16.0,-70.0,-96.0,17.0,17.0,-60.0,-73.0,-83.0,19.0,-54,-84,1.0
553,23633,2018-05-16 05:30:00,2018-05-16 05:45:00,2018-05-16 06:00:00,19,2,38,28,1,65.0,22.0,17.0,17.0,-68.0,-93.0,17.0,17.0,-59.0,-66.0,125.0,61.0,17.0,17.0,-73.0,-97.0,17.0,17.0,-62.0,-71.0,70.0,20.0,17.0,17.0,-67.0,-97.0,17.0,16.0,-59.0,-70.0,-83.0,19.0,-54,-84,1.0
532,23633,2018-05-05 21:45:00,2018-05-05 22:00:00,2018-05-05 22:15:00,19,2,38,28,1,35.0,9.0,17.0,16.0,-64.0,-91.0,17.0,16.0,-60.0,-80.0,147.0,35.0,17.0,16.0,-77.0,-95.0,17.0,17.0,-60.0,-63.0,135.0,48.0,17.0,16.0,-65.0,-96.0,17.0,16.0,-60.0,-88.0,-83.0,19.0,-54,-84,1.0
547,23633,2018-05-16 03:45:00,2018-05-16 04:00:00,2018-05-16 04:15:00,19,2,38,28,1,159.0,64.0,17.0,16.0,-68.0,-94.0,17.0,17.0,-62.0,-80.0,119.0,38.0,17.0,16.0,-68.0,-96.0,17.0,17.0,-61.0,-70.0,64.0,5.0,17.0,17.0,-76.0,-97.0,17.0,17.0,-61.0,-68.0,-83.0,19.0,-54,-84,1.0
543,23633,2018-05-16 02:30:00,2018-05-16 02:45:00,2018-05-16 03:00:00,19,2,38,28,1,19.0,4.0,17.0,16.0,-64.0,-92.0,17.0,16.0,-58.0,-66.0,24.0,4.0,17.0,16.0,-68.0,-88.0,17.0,17.0,-61.0,-67.0,135.0,42.0,17.0,16.0,-68.0,-95.0,17.0,17.0,-60.0,-66.0,-83.0,19.0,-54,-84,1.0
417,33382,2019-02-14 14:15:00,2019-02-14 14:30:00,2019-02-14 14:45:00,19,3,18,28,1,0.0,0.0,23.0,20.0,-69.0,-76.0,23.0,20.0,-68.0,-75.0,0.0,0.0,23.0,20.0,-69.0,-76.0,23.0,20.0,-68.0,-75.0,44.0,3.0,23.0,23.0,-70.0,-85.0,23.0,20.0,-69.0,-86.0,-79.5,23.0,-45,-86,1.0
418,33382,2019-02-14 15:15:00,2019-02-14 15:30:00,2019-02-14 15:45:00,19,3,18,28,1,6.0,4.0,23.0,20.0,-71.0,-85.0,23.0,20.0,-70.0,-87.0,0.0,0.0,23.0,20.0,-69.0,-76.0,23.0,20.0,-69.0,-75.0,10.0,5.0,23.0,20.0,-70.0,-90.0,23.0,20.0,-69.0,-87.0,-79.5,23.0,-45,-86,1.0
405,33382,2018-10-17 11:45:00,2018-10-17 12:00:00,2018-10-17 12:15:00,19,3,18,28,1,0.0,0.0,23.0,23.0,-96.0,-96.0,,,,-1.0,0.0,0.0,23.0,23.0,-96.0,-96.0,,,,-1.0,8.0,8.0,23.0,20.0,-69.0,-96.0,21.0,-99.0,-67.0,-71.0,-79.5,23.0,-45,-86,5.0
414,33382,2019-02-14 11:30:00,2019-02-14 11:45:00,2019-02-14 12:00:00,19,3,18,28,1,39.0,8.0,23.0,23.0,-71.0,-77.0,23.0,20.0,-70.0,-82.0,2.0,0.0,23.0,20.0,-71.0,-79.0,23.0,20.0,-69.0,-81.0,50.0,23.0,23.0,20.0,-68.0,-86.0,23.0,20.0,-67.0,-86.0,-79.5,23.0,-45,-86,1.0
398,33382,2018-04-23 14:00:00,2018-04-23 14:15:00,2018-04-23 14:30:00,19,3,18,28,1,0.0,0.0,20.0,19.0,-64.0,-68.0,20.0,19.0,-62.0,-68.0,11.0,6.0,23.0,-99.0,-63.0,-96.0,23.0,19.0,-63.0,-94.0,1.0,0.0,20.0,20.0,-64.0,-66.0,23.0,19.0,-64.0,-94.0,-79.5,23.0,-45,-86,1.0
